공모전명,포스터,주최,주관,접수기간,분야,응모대상,시상내역
"[동래구청] 요즘 가장 핫~한 이곳, 동래와봄 EVENT",/data/poster/2404/511535.jpg?v=1713240939,동래구청,동래구청,24.04.05 ~ 24.04.26,,,"온누리 모바일 상품권 3만원권(5명), BHC 뿌링클+콜라1.25L 기프티콘(10명), 스타벅스 아메리카노 Tall 기프티콘 (100명)"
가고 싶은 기업의 기술 트렌드 위킵(Weekip) 서포터즈 1기,/data/poster/2404/511536.png?v=1712307061,(주)에디슨랩,(주)에디슨랩,24.04.05 ~ 24.04.22,서포터즈·기자단·마케터,대학생,"위킵 서포터즈 수료증, 대학생 교육 멘토 활동 시 활동비 지급 外"
다음 항목에 오류가 있습니다.,,,,,,,
KACEM 서포터즈 모집,/data/poster/2404/511538.jpg?v=1712541829,한국건설엔지니어링협회,한국건설엔지니어링협회,24.04.08 ~ 24.04.19,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","활동비 지급, 위촉장·수료장 지급, 우수서포터즈 시상"
전액국비지원 기업형 실무 인재 양성 자바웹개발자 과정,/data/poster/2404/511539.jpg?v=1712537308,아이티윌부산,고용노동센터,24.03.25 ~ 24.04.22,,"일반인, 대학생",전액국비
2024 경북콘텐츠코리아랩 랩토커 10기 모집,/data/poster/2404/511540.jpg?v=1712637313,경북콘텐츠코리아랩,경북콘텐츠코리아랩,24.04.08 ~ 24.04.26,서포터즈·기자단·마케터,기타 (경상북도 소재 대학생 또는 경북 내 거주 중인 청년),"팀 활동비, 개인 콘텐츠 제작비 지급(차등 지급) 外"
다음 항목에 오류가 있습니다.,,,,,,,
나만의 맞춤 라이프 플레이리스트로 멘탈케어하자 베타테스트 체험 모집,/data/poster/2404/511542.png?v=1712537481,Abitus 21,Abitus 21,24.03.24 ~ 24.04.10,체험단·모니터링·인턴십,기타 (2030직장인),"서비스 새로운 기능 출시 시, 베타테스터 우선 제공 外"
2024년 광명시 유튜브 기자단,/data/poster/2404/511543.png?v=1712534532,광명시,광명시,24.04.08 ~ 24.04.21,서포터즈·기자단·마케터,제한없음,광명시장 명의 위촉장 수여 外
Next Gen 서비스기획 취업캠프 체인저스 6기,/data/poster/2404/511544.jpg?v=1712537641,서울경제진흥원,에이블런,24.04.05 ~ 24.04.22,기타(캠프/강연 등),"일반인, 대학생, 대학원생, 중학생, 고등학생","점심제공, 전문가 특강, 기업연계 프로젝트 外"
다음 항목에 오류가 있습니다.,,,,,,,
Korean Bucket Crew 4기 추가 모집,/data/poster/2404/511546.png?v=1712540152,버킷,버킷,24.04.06 ~ 24.04.08,기타(캠프/강연 등),제한없음,"수료증 및 인증서, 인턴쉽 기회, 전문가/임직원 멘토링, 수료증 및 인증서"
2024 온택트 가야역사문화 어린이 미술대회,/data/poster/2404/511547.jpg?v=1712539843,가야고분군세계유산통합관리지원단 / (주)스마트크리에이터,가야고분군세계유산통합관리지원단 / (주)스마트크리에이터,24.04.08 ~ 24.05.08,디자인·그림·웹툰,"기타 (8개 지역의 6~13세의 미취학 아동, 초등학교 재학생 및 동 연령대의 어린이 (김해, 함안, 합천, 고령, 고성, 남원, 창녕, 전국))","지역별 9명 수상(부문별 1명), 수상자 외 전원 참가상(가야상) 수여!"
다음 항목에 오류가 있습니다.,,,,,,,
한국에너지공단 서울지역본부 에너지 job go! 8기 모집,/data/poster/2404/511549.jpg?v=1712534835,에코허브,한국에너지공단 서울지역본부,24.04.05 ~ 24.04.26,서포터즈·기자단·마케터,"대학생, 고등학생","수료증, 우수활동자 시상"
창업 Scale-Up 초스피드 실전 프로그램,/data/poster/2404/511550.jpg?v=1712540321,경기도경제과학진흥원,에이블런,24.04.01 ~ 24.04.30,,"대학생, 대학원생","교육, 멘토링"
프리페어(FreeFair) 신규 전공체험 강연 멘토 모집,/data/poster/2404/511551.png?v=1712540393,프리페어,프리페어,24.04.06 ~ 24.04.20,기타(캠프/강연 등),대학생,"멘토링 임금, 고등학생 대상 전공 멘토링 경험"
2024 남이섬 어쿠스틱 청춘 페스티벌 청춘 뮤지션 모집,/data/poster/2404/511552.png?v=1712540546,노래의섬,남이섬교육문화그룹,24.04.05 ~ 24.04.21,"기타(예체능, e스포츠 등)",제한없음,공연료 및 기타 제반 사항
다음 항목에 오류가 있습니다.,,,,,,,
"안녕, 우주! 강연에 여러분을 초대합니다",/data/poster/2404/511554.png?v=1712540710,과학기술정보통신부,과학기술정보통신부,24.04.05 ~ 24.04.11,,제한없음,
다음 항목에 오류가 있습니다.,,,,,,,
2030 정보 플랫폼 ‘열고닫기’와 함께 매력적인 포트폴리오 완성,/data/poster/2404/511556.png?v=1712540906,오픈놀,오픈놀,24.04.05 ~ 24.04.16,서포터즈·기자단·마케터,제한없음,N년차 전/현직자의 중간피드백 무료 제공
2024년 장애인 분야 해커톤 대회(장애 플러스 기술),/data/poster/2404/511557.jpg?v=1712541592,한국장애인재단,한국장애인재단,24.04.08 ~ 24.05.08,아이디어·창업·네이밍,제한없음,"총 상금 600만원, 현장실증 기회 제공 外"
다음 항목에 오류가 있습니다.,,,,,,,
힙한 취업 취업준비편,/data/poster/2404/511559.jpg?v=1712551246,청년일다방,청년일다방,24.04.08 ~ 24.04.24,,제한없음,홈페이지 참조
정읍샘고을정다운상권 상권서포터즈 모집,/data/poster/2404/511560.jpg?v=1712551428,정읍샘고을정다운상권,정읍샘고을정다운상권,24.04.04 ~ 24.04.14,서포터즈·기자단·마케터,제한없음,원고 검토 후 채택된 기사에 대한 원고료 지급 外
2024년 서울 도전의 날 기념 미래서울상상 공모전,/data/poster/2404/511561.jpg?v=1712551569,도전한국인운동본부,"(사)도전한국인본부, 인터내셔널월드인코리아",24.04.15 ~ 24.05.15,아이디어·창업·네이밍,제한없음,"최우수상, 우수상, 장려상, 참가상"
한국-프랑스 창작자 교류 참가자 모집,/data/poster/2404/511562.jpg?v=1712551657,상상비즈아카데미,서울경제진흥원,24.04.08 ~ 24.04.11,,제한없음,무료특강 外
제30회 전국한지공예대전,/data/poster/2404/511563.png?v=1712541797,전주시,한국전통문화전당,24.05.08 ~ 24.05.12,"기타(예체능, e스포츠 등)",제한없음,"대상(1), 최우수상(2) 外"
하림 유니버스 3기 모집,/data/poster/2404/511564.jpg?v=1712541677,하림,하림,24.04.08 ~ 24.04.21,아이디어·창업·네이밍,대학생,최종 활동 결과에 따른 팀별 장학금 지급
제4회 우리 같이 남부해 행사 자원봉사활동가 모집,/data/poster/2404/511565.jpg?v=1712551716,서울시립남부장애인종합복지관,서울시립남부장애인종합복지관,24.04.08 ~ 24.04.17,봉사활동,"일반인, 대학생, 대학원생, 주부 및 영유아",VMS 봉사활동 인증
다음 항목에 오류가 있습니다.,,,,,,,
제12회 수림문학상 작품 공모,/data/poster/2404/511567.jpg?v=1712553407,"(주)연합뉴스, 수림문화재단","(주)연합뉴스, 수림문화재단",24.04.08 ~ 24.06.21,문학·학술·공학,"일반인, 기타 (신인 및 등단 10년차 미만의 기성 작가)","당선작 1편, 5천만원 (당선작 없는 가작은 2천500만원)"
다음 항목에 오류가 있습니다.,,,,,,,
국립공원 ESG 서포터즈 모집,/data/poster/2404/511569.jpg?v=1712552163,국립공원공단,국립공원공단,24.04.08 ~ 24.04.21,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","서포터즈 임명장 및 활동장비 제공, 소정의 활동비 지급"
경주 MICE 서포터즈 '마이스랑' 7기 모집,/data/poster/2404/511570.jpg?v=1712543371,(재)경주화백컨벤션뷰로,(재)경주화백컨벤션뷰로,24.03.04 ~ 24.04.26,서포터즈·기자단·마케터,대학생,"개인별 활동비 지급, 우수 활동자 상금 지급"
굿네이버스 서울북부사업본부 초중등 국제교류 퍼실리테이터모집,/data/poster/2404/511571.png?v=1712552386,굿네이버스서울북부사업본부,굿네이버스서울북부사업본부,24.04.05 ~ 24.04.28,사진·영상,제한없음,"활동비, 수료증 및 인증서"
[밀양시] 제63회 경상남도민체육대회 밀양개최기념 굿바비를 이겨라!,/data/poster/2404/511572.png?v=1712543743,밀양시,밀양시,24.04.01 ~ 24.04.14,,,"밀양사랑상품권 10,000원"
[밀양시] 선샤인 밀양 테마파크 OPEN 기념 이벤트! 6가지 테마를 맞춰라,/data/poster/2404/511573.png?v=1712544105,밀양시,밀양시,24.04.01 ~ 24.04.28,,,스타벅스 아메리카노 200명
제2회 울산중구 전국거리음악대회,/data/poster/2404/511574.jpg?v=1712552643,울산중구청,울산중구청,24.04.05 ~ 24.05.12,"기타(예체능, e스포츠 등)",제한없음,"총상금 1,000만원"
순둥이 대학생 서포터즈 13기 모집,/data/poster/2404/511575.jpg?v=1712553569,(주)호수의나라 수오미,(주)호수의나라 수오미,24.04.08 ~ 24.04.21,서포터즈·기자단·마케터,대학생,순둥이 제품 제공 및 소정의 활동비
일다방에서 취업사진 찍자,/data/poster/2404/511576.jpg?v=1712552823,청년일다방,청년일다방,24.04.08 ~ 24.04.25,기타(캠프/강연 등),"일반인, 대학생, 대학원생",홈페이지 참조
2024 KOICA WFK 해외봉사단 모집 설명회,/data/poster/2404/511577.jpg?v=1712552905,"경남국제개발협력센터,KOICA",경남국제개발협력센터,24.04.01 ~ 24.04.14,,제한없음,인턴 경험 공유 外
SBA 서울경제진흥원 마포5기 피그마로 완성하는 UXUI 실무 프로젝트,/data/poster/2404/511578.png?v=1712553081,SBA 서울경제진흥원,"(주)엑스퍼트컨설팅, (사)하이서울기업협회",24.04.01 ~ 24.05.07,,제한없음,"100% 무료교육,기업연계 프로젝트, 포트폴리오 外"
UiAAF 2024 울산국제아트페어 서포터즈 모집,/data/poster/2404/511579.jpg?v=1712563266,더플랜비,울산국제아트페어(주),24.04.08 ~ 24.04.28,서포터즈·기자단·마케터,"일반인, 대학생, 대학원생","수료증 수여, 인플루언서 파티 초대권 外"
1인크리에이터 및 영상제작 교육과정 수강생 모집,/data/poster/2404/511580.jpg?v=1712554096,충북콘텐츠코리아랩,충북콘텐츠코리아랩,24.04.01 ~ 24.04.21,기타(캠프/강연 등),제한없음,"창작지원, 기획특강, 영상편집교육"
부산도시공사 시민참여혁신단 5기 모집,/data/poster/2404/511581.jpg?v=1712554283,부산도시공사,부산도시공사,24.04.08 ~ 24.04.26,서포터즈·기자단·마케터,제한없음,"소정의 활동비, 우수단원 포상, 수료증 발급 外"
2024년 울산관광기념품 공모전,/data/poster/2404/511582.png?v=1712554561,울산문화관광재단,울산문화관광재단,24.05.07 ~ 24.05.20,디자인·그림·웹툰,기타 (관련 분야 사업자등록을 완료한 단체 또는 개인),"총 상금 1,750만원"
(사)한국문화스포츠마케팅진흥원 2024 스포츠 마케팅 아이디어 챌린지 공모전,/data/poster/2404/511583.jpg?v=1712554818,(사)한국문화스포츠마케팅진흥원,(사)한국문화스포츠마케팅진흥원,24.04.08 ~ 24.04.30,아이디어·창업·네이밍,"일반인, 대학생, 대학원생, 초등학생, 중학생, 고등학생",상금 및 부상품
AI경기 아이디어 챌린지  AI로 기회를 열다,/data/poster/2404/511584.jpg?v=1712623079,경기도,경기도,24.04.08 ~ 24.04.28,아이디어·창업·네이밍,제한없음,"총 시상금 700만원, 대상 300만원"
2024 KOICA 해외봉사단 1:N 컨설팅 4월 참가안내,/data/poster/2404/511585.png?v=1712642116,"경남국제개발협력센터, KOICA",경남국제개발협력센터,24.04.01 ~ 24.04.17,,"일반인, 대학생",비대면 컨설팅 제공 外
2024년 제12회 SW개발 공모전 피우다 프로젝트 노숙인 생활개선 및 복지향상,/data/poster/2404/511586.jpg?v=1714436466,"과학기술정보통신부, 정보통신산업진흥원","ICT대연합, 다시서기종합지원센터, 비전트레이닝센터, 24시간게스트하우스",24.04.05 ~ 24.05.01,아이디어·창업·네이밍,제한없음,"총 상금 1,000만원"
2024 달성청년혁신센터 서포터즈2기 모집,/data/poster/2404/511587.jpeg?v=1712559050,달성청년혁신센터,달성청년혁신센터,24.04.08 ~ 24.04.29,서포터즈·기자단·마케터,기타 (청년 (39세 이하)),"수료증 발급, 월별 활동비 지급 外"
다음 항목에 오류가 있습니다.,,,,,,,
2024년 사회적 고립 예방 캐릭터&콘텐츠 공모전,/data/poster/2404/511589.jpg?v=1712559184,서울시복지재단,서울시복지재단,24.04.08 ~ 24.05.31,디자인·그림·웹툰,제한없음,"최우수 : 상장, 상금 200만원, 1인 外"
"근현대사의 산증인, 104세 철학자가 보는 한국사회 강연에 여러분을 초대합니다.",/data/poster/2404/511590.png?v=1712559410,더중앙플러스,더중앙플러스,24.04.03 ~ 24.04.17,,제한없음,강연
다음 항목에 오류가 있습니다.,,,,,,,
2024년 대전솔로몬로파크 중학생 법사랑 일일캠프 정의의 노래로(LAW) 참가자 모집,/data/poster/2404/511592.jpg?v=1712555162,대전솔로몬로파크,(주)프리하라,24.04.08 ~ 24.04.17,기타(캠프/강연 등),중학생,민주시민증 발급 外
다음 항목에 오류가 있습니다.,,,,,,,
두산인문극장 2024: 권리 인문학 무료 강연,/data/poster/2404/511594.jpg?v=1712559690,두산아트센터,두산아트센터,24.04.08 ~ 24.06.24,,제한없음,강연 무료 外
댕댕트레킹 2024 자원봉사자 모집,/data/poster/2404/511595.png?v=1712559857,"(주)1986프로덕션, (주)보듬컴퍼니","(주)1986프로덕션, (주)보듬컴퍼니",24.04.08 ~ 24.04.28,봉사활동,"일반인, 대학생, 대학원생, 주부 및 영유아, 기타",
제5회 뉴스읽기 뉴스일기 공모전,/data/poster/2404/511596.jpg?v=1712560771,한국언론진흥재단,한국언론진흥재단,24.04.01 ~ 24.07.31,문학·학술·공학,"초등학생, 중학생, 고등학생","1등 300만원 총 5,600만원"
2024년 제3회 음주환경 개선 청년 토론대회,/data/poster/2404/511597.jpg?v=1712560909,"대구동구보건소, 대구동구중독관리통합지원센터","대구동구보건소, 대구동구중독관리통합지원센터",24.04.01 ~ 24.07.17,아이디어·창업·네이밍,"일반인, 대학생, 대학원생","대상: 100만원, 최우수상: 50만원, 우수상: 30만원"
2024 서리풀 아트테리어 참여예술가 모집,/data/poster/2404/511598.jpg?v=1712561098,서초여성일자리주식회사,서초여성일자리주식회사,24.04.01 ~ 24.04.16,디자인·그림·웹툰,일반인,활동비 600만 원 지원
2024 한국포럼,/data/poster/2404/511599.jpg?v=1712810982,"한국일보, THE KOREA TIMES","한국일보, THE KOREA TIMES",24.04.08 ~ 24.04.29,,제한없음,
2024년 트래블 이노베이션 아이디어 공모전,/data/poster/2404/511600.png?v=1714629687,"야놀자리서치, 야놀자, 인터파크트리플",야놀자리서치,24.06.24 ~ 24.07.08,아이디어·창업·네이밍,"대학생, 대학원생",대상 1팀 500만원 外
넷제로 2050 기후재단 기후테크 SNS 서포터즈 모집,/data/poster/2404/511601.png?v=1712561398,넷제로 2050 기후재단,넷제로 2050 기후재단,24.04.08 ~ 24.04.26,서포터즈·기자단·마케터,"일반인, 대학생, 기타 (서울특별시 소재 대학(원)생 및 주민등록상 서울특별시 거주 청년(만 29세 이하))","활동비 지급, 활동증명서 제공 外"
2024 락앤락 제품 디자인 콘테스트,/data/poster/2404/511602.png?v=1712810858,락앤락,락앤락,24.04.08 ~ 24.05.19,디자인·그림·웹툰,제한없음,1등 (2명/팀) 각 100만 원
